,No,시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,경도,위도,상태
51,53,은평구,11380000675,구립 은빛나래어린이집,국공립,정상,3403,서울특별시 은평구 서오릉로9길 18,02-3157-2777,02-388-2777,,6,287.0,4,14,13,89,62,37.60661621,126.920093,미운영,2021-02-15,,,,2021-07-23,장애아통합야간연장,0,1,1,1,0,1,1,1,1,7,0,5,7,14,0,20,3,10,3,62,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,03:01.0,126.9200424,37.60661338,정좌표
52,54,강동구,11740000539,구립도로롱어린이집,국공립,정상,5286,서울특별시 강동구 고덕로98길 160 강동리엔파크14단지아파트 관리동,02-441-0103,02-441-0107,,6,190.0,1,21,14,71,61,37.55072962,127.1817336,미운영,2021-02-01,,,,2021-07-23,야간연장,3,2,2,1,1,1,0,0,0,10,9,10,11,9,13,9,0,0,0,61,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,05:10.0,127.1813832,37.5503309,정좌표
53,55,송파구,11710000807,삼전하늘어린이집,국공립,정상,5600,서울특별시 송파구 삼전로10길 21,02-418-3721,02-419-3721,,5,344.0,1,20,12,75,69,37.50535558,127.0920021,미운영,2021-02-01,,,,2021-07-23,야간연장,0,2,2,1,1,1,0,0,0,7,0,10,14,14,18,13,0,0,0,69,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,05:01.0,127.0919484,37.50541259,정좌표
54,56,강동구,11740000540,구립가래여울어린이집,국공립,정상,5415,서울특별시 강동구 아리수로93나길 88 강동리버스트8단지아파트관리동,02-441-3690,02-442-1478,,6,275.0,1,16,13,91,66,37.5713319,127.1750993,,2021-02-01,,,,2021-07-23,장애아통합,2,2,2,1,1,1,0,0,0,9,6,10,14,15,16,5,0,0,0,66,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,05:10.0,127.177365,37.5721496,정좌표
55,57,송파구,11710000806,석촌새싹어린이집,국공립,정상,5690,서울특별시 송파구 가락로11길 9-18,02-423-1860,,,6,212.0,1,11,13,70,53,37.50090618,127.1037072,미운영,2021-02-01,,,,2021-07-23,야간연장,0,3,2,1,1,0,0,1,0,8,0,13,7,9,11,0,0,13,0,53,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,05:02.0,127.103681,37.5009086,정좌표
56,58,강동구,11740000538,구립해뜨는어린이집,국공립,정상,5416,서울특별시 강동구 고덕로98길 101 강동리엔파크11단지아파트 관리동,02-3426-7775,02-3426-7774,,6,210.0,1,16,10,71,26,37.55424173,127.1806938,미운영,2021-01-28,,,,2021-07-23,장애아통합,3,2,1,0,0,0,0,0,0,6,9,10,7,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,05:11.0,127.1808931,37.55359356,정좌표
57,59,마포구,11440000466,꿈빛어린이집,국공립,정상,4147,서울특별시 마포구 백범로31길 7 공덕SK리더스뷰 103동 1층,02-6953-3800,02-6953-3900,,3,120.0,1,9,10,30,27,37.54538935,126.9488865,미운영,2021-01-19,,,,2021-07-23,일반,2,2,2,0,0,0,0,0,0,6,6,10,11,0,0,0,0,0,0,27,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,03:20.0,126.9487024,37.54526213,정좌표
58,60,서대문구,11410000372,한나어린이집,가정,정상,3710,서울특별시 서대문구 가재울로 45 103동 105호,02-374-1005,02-6351-0864,,3,81.0,0,6,7,20,19,37.57495324,126.9203052,미운영,2021-01-01,,,,2021-07-23,일반,2,2,1,0,0,0,1,0,0,6,3,9,7,0,0,0,0,0,0,19,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:10.0,126.920843,37.57567203,정좌표
59,61,중랑구,11260000471,동심어린이집,국공립,정상,2180,서울특별시 중랑구 용마공원로3길 40,02-432-6461,,,6,180.0,3,14,12,60,43,37.56647,126.977963,,2021-01-01,,,,2021-07-23,장애아통합,0,1,1,1,0,0,0,1,2,6,0,4,7,12,0,0,0,17,3,43,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,02:10.0,127.1013065,37.59617584,정좌표
60,62,구로구,11530000639,푸르니어린이집,국공립,정상,8211,서울특별시 구로구 신도림로 16 302동 104호,02-2633-3389,,http://cafe.daum.net/puruni79,4,60.0,0,5,7,19,19,37.50598445,126.8807601,미운영,2021-01-01,,,,2021-07-23,일반,2,5,2,0,0,0,2,0,0,11,3,9,7,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,03:52.0,126.880598,37.50635922,정좌표
61,63,구로구,11530000640,하영어린이집,국공립,정상,8211,서울특별시 구로구 신도림로 16 406동102호,02-2672-3331,,,4,60.0,0,5,7,20,20,37.50574821,126.8799108,,2021-01-01,,,,2021-07-23,일반,4,4,1,0,0,0,2,0,0,11,3,9,6,0,0,0,2,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,03:52.0,126.880598,37.50635922,정좌표
62,64,동작구,11590000439,구립은솔어린이집,국공립,정상,7039,서울특별시 동작구 상도로 346-1 힐스테이트상도 111동 101호,02-824-2021,02-824-2022,,3,66.0,1,6,7,19,19,37.56647,126.977963,미운영,2021-01-01,,,,2021-07-23,일반,2,2,1,0,0,0,0,0,0,5,5,8,6,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,04:20.0,126.9519949,37.4945257,정좌표
63,65,동작구,11590000440,구립새봄어린이집,국공립,정상,7003,서울특별시 동작구 사당로9길 11-13,02-532-3330,02-532-3370,,5,400.0,1,16,9,57,41,37.48661974,126.9704663,미운영,2021-01-01,,,,2021-07-23,휴일보육,0,0,2,1,1,1,0,0,0,5,0,0,12,7,10,12,0,0,0,41,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,04:20.0,126.9704415,37.48660469,정좌표
64,66,강서구,11500000739,구립 우장숲어린이집,국공립,정상,7695,서울특별시 강서구 화곡로41길 19,02-2691-3690,,,5,215.0,1,24,9,72,47,37.54709325,126.8427915,미운영,2021-01-01,,,,2021-07-23,일반,0,2,2,1,0,0,0,1,0,6,0,10,14,14,0,0,0,9,0,47,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,03:41.0,126.8439839,37.54647322,정좌표
65,67,강서구,11500000740,마곡9 나인어린이집,국공립,정상,7600,서울특별시 강서구 공항대로 103 엠밸리9단지 관리동,02-6956-5573,,,7,380.0,1,20,24,122,116,37.56232571,126.8199106,미운영,2020-12-31,,,,2021-07-23,장애아통합야간연장,2,2,4,3,1,1,0,0,1,14,6,10,28,30,19,20,0,0,3,116,1.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,24.0,03:41.0,126.8191921,37.56089063,정좌표
66,68,강북구,11305000344,도토리집공동육아어린이집,협동,정상,1019,서울특별시 강북구 삼각산로4길 36 나호,02-907-1300,02-907-1303,http://cafe.daum.net/dotorizip,3,52.0,0,0,6,16,14,37.6382406,127.0082028,미운영,2020-12-24,,,,2021-07-23,일반,0,0,0,1,0,0,1,1,0,3,0,0,0,7,0,0,4,3,0,14,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,02:30.0,127.0081841,37.63825856,정좌표
67,69,송파구,11710000805,송파든든어린이집,국공립,정상,5791,서울특별시 송파구 위례서이로 25,02-407-0301,02-404-0302,,6,217.0,2,7,15,77,63,37.48254668,127.1381633,미운영,2020-12-16,,,,2021-07-23,장애아통합야간연장,3,2,2,1,0,0,0,1,1,10,6,10,14,12,0,0,0,18,3,63,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,05:02.0,127.1376726,37.48290143,정좌표
68,70,강동구,11740000537,구립또바기어린이집,국공립,정상,5275,서울특별시 강동구 상일로 55 고덕자이아파트 관리동,02-441-3215,,,8,336.0,1,38,21,104,93,37.55108149,127.1708478,미운영,2020-12-14,,,,2021-07-23,장애아통합야간연장시간제보육,4,3,2,1,1,1,0,0,1,13,12,14,14,15,17,20,0,0,1,93,1.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,05:10.0,127.1720427,37.55177111,정좌표
69,71,성북구,11290000646,자연아이어린이집,국공립,정상,2762,서울특별시 성북구 돌곶이로40길 46,02-909-3567,02-909-3569,https://cafe.daum.net/jayeon-i,6,256.0,1,16,17,85,85,37.61826456,127.0496994,미운영,2020-12-10,,,,2021-07-23,야간연장,3,4,3,1,0,0,0,1,0,12,9,20,21,15,0,0,0,20,0,85,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,02:21.0,127.0491284,37.61731275,정좌표
70,72,서초구,11650000450,서초구립 래미안리더스원어린이집,국공립,정상,6629,서울특별시 서초구 서운로 62,02-522-6260,02-525-6260,,9,654.0,1,20,17,80,75,37.48914729,127.0286584,미운영,2020-12-10,,,,2021-07-23,일반,3,3,3,1,0,0,0,1,0,11,9,15,21,15,0,0,0,15,0,75,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,04:40.0,127.0282971,37.49051604,정좌표
71,73,강동구,11740000536,구립가람슬기어린이집,국공립,정상,5262,서울특별시 강동구 올림픽로98가길 12-16,02-6012-8957,02-6012-8957,,6,270.0,3,30,12,85,51,37.54959854,127.1309483,미운영,2020-12-07,,,,2021-07-23,장애아통합,2,2,2,1,0,0,0,1,0,8,6,10,14,11,0,0,0,10,0,51,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,05:10.0,127.1309254,37.54960024,인근좌표
72,74,영등포구,11560000483,신길파크자이솔숲어린이집,국공립,정상,7389,서울특별시 영등포구 신길로28길 25,02-6269-1900,02-6269-1906,,3,77.0,0,11,11,29,29,37.50232333,126.9134696,미운영,2020-12-04,,,,2021-07-23,일반,3,2,2,0,0,0,0,0,0,7,6,9,14,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,04:11.0,126.9142323,37.50339968,정좌표
73,75,강서구,11500000743,구립 염창별하어린이집,국공립,정상,7562,서울특별시 강서구 공항대로 543,02-3662-7942,02-3662-7943,,5,138.0,0,16,10,45,26,37.55074889,126.8664412,미운영,2020-12-01,,,,2021-07-23,야간연장,2,3,1,0,0,0,0,0,0,6,6,14,6,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,03:41.0,126.8664122,37.55073846,정좌표
74,76,구로구,11530000638,보배사랑어린이집,국공립,정상,8218,서울특별시 구로구 중앙로12길 7 101동 101호,02-2619-3377,02-2619-3377,,3,84.0,0,4,7,19,18,37.50572017,126.8614999,미운영,2020-12-01,,,,2021-07-23,일반,1,2,1,0,0,0,1,0,0,5,3,6,7,0,0,0,2,0,0,18,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,03:51.0,126.861307,37.50604467,정좌표
75,77,동대문구,11230000494,삼성어린이집,국공립,정상,2624,서울특별시 동대문구 한천로26길 43,02-2243-5033,02-2245-4821,,6,310.0,1,6,12,66,66,37.56486896,126.9782227,미운영,2020-12-01,,,,2021-07-23,야간연장,0,2,2,1,1,0,0,1,0,7,0,7,11,14,17,0,0,17,0,66,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,02:00.0,127.0682403,37.5712804,정좌표
76,78,송파구,11710000810,거여하나어린이집,국공립,정상,5744,서울특별시 송파구 오금로 475,02-402-2010,,,9,394.0,2,53,21,137,114,37.56647,126.977963,,2020-11-23,,,,2021-07-23,장애아통합야간연장,2,2,4,2,1,1,0,1,1,14,2,8,21,29,20,15,0,16,3,114,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,05:01.0,127.1421577,37.49454495,정좌표
77,79,강서구,11500000738,구립 이든아이어린이집,국공립,정상,7674,서울특별시 강서구 까치산로18나길 22-1,02-2605-0241,,,6,186.0,1,8,9,59,39,37.54634017,126.8491244,미운영,2020-11-19,,,,2021-07-23,일반,0,1,1,1,0,0,0,1,0,4,0,5,7,8,0,0,0,19,0,39,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,03:41.0,126.8491314,37.54635515,정좌표
78,80,강동구,11740000535,구립사랑그린어린이집,국공립,정상,5416,서울특별시 강동구 고덕로98길 29 강동리엔파크9단지 관리동,02-441-9829,02-441-9830,,4,106.0,0,16,11,37,30,37.55709214,127.1807644,미운영,2020-11-16,,,,2021-07-23,야간연장,3,3,1,0,0,0,0,0,0,7,9,14,7,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,05:11.0,127.1811296,37.55686837,정좌표
79,81,서대문구,11410000371,한별어린이집,국공립,정상,3763,서울특별시 서대문구 이화여대8길 123 힐스테이트신촌아파트 단지 내,02-392-6001,02-392-6002,,4,104.0,1,12,9,26,26,37.56251595,126.9509658,미운영,2020-11-13,,,,2021-07-23,야간연장,3,2,1,0,0,0,0,0,0,6,9,10,7,0,0,0,0,0,0,26,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,03:10.0,126.9511853,37.56183262,정좌표
80,82,강동구,11740000534,구립해봄어린이집,국공립,정상,5201,서울특별시 강동구 아리수로93가길 70 강동리버스트7단지아파트 관리동,02-426-9370,,,6,269.0,1,20,15,92,77,37.57076498,127.1746226,미운영,2020-11-10,,,,2021-07-23,야간연장,3,3,2,1,1,1,0,0,0,11,9,14,14,12,12,16,0,0,0,77,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,05:11.0,127.1735491,37.57027105,정좌표
81,83,강동구,11740000533,구립강동해밀어린이집,국공립,정상,5201,서울특별시 강동구 아리수로93가길 77 강동리버스트6단지아파트 관리동,02-426-8861,,,6,289.0,1,13,18,98,83,37.5709432,127.1698008,미운영,2020-11-10,,,,2021-07-23,장애아통합,3,3,2,1,1,1,0,0,0,11,9,14,14,15,16,15,0,0,0,83,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,05:10.0,127.170539,37.57074266,정좌표
82,84,서초구,11650000449,서초구립 센트럴아이파크어린이집,국공립,정상,6652,서울특별시 서초구 반포대로18길 36,02-2088-7137,02-2088-7139,,3,92.0,1,8,11,31,31,37.48671743,127.0120532,미운영,2020-11-01,,,,2021-07-23,일반,3,2,2,0,0,0,0,0,0,7,9,10,12,0,0,0,0,0,0,31,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,04:40.0,127.0116181,37.48696794,정좌표
83,85,강서구,11500000737,구립대우주어린이집,국공립,정상,7703,서울특별시 강서구 화곡로13길 107 135동 101호,02-2605-7313,02-2605-7312,daewooju2002@,4,97.0,0,5,8,20,20,37.5444628,126.8316879,미운영,2020-11-01,,,,2021-07-23,야간연장,2,2,1,0,0,0,0,0,0,5,4,9,7,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,03:41.0,126.8322463,37.54724901,정좌표
84,86,송파구,11710000804,위례푸른숲어린이집,국공립,정상,5776,서울특별시 송파구 위례북로4길 12,02-409-7942,02-406-7942,,5,188.0,1,12,13,67,67,37.56647,126.977963,미운영,2020-10-23,,,,2021-07-23,야간연장,0,1,1,1,1,1,0,0,0,5,0,5,7,15,20,20,0,0,0,67,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,05:02.0,127.151724,37.48842957,정좌표
85,87,영등포구,11560000484,신길힐스테이트나래어린이집,국공립,정상,7388,서울특별시 영등포구 신길로28길 9,02-6672-8330,02-6672-8334,,5,198.0,2,13,12,65,52,37.50420063,126.9117286,미운영,2020-10-23,,,,2021-07-23,일반,2,2,2,2,1,0,0,0,0,9,6,10,14,15,7,0,0,0,0,52,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,04:11.0,126.912973,37.50393992,정좌표
86,88,강남구,11680000495,도토리소풍넥슨 강남어린이집,직장,정상,6124,서울특별시 강남구 강남대로110길 36 (역삼동),02-538-1026,,https://blog.naver.com/dotorisopoong,5,240.0,2,37,15,74,24,37.57112345,126.9899255,운영,2020-10-23,,,,2021-07-23,일반,0,1,1,1,1,1,0,0,0,5,0,2,5,8,7,2,0,0,0,24,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,15.0,04:51.0,127.0277979,37.50377872,정좌표
87,89,강남구,11680000494,현대오토에버 늘해랑어린이집,직장,정상,6185,서울특별시 강남구 삼성로84길 13,02-3453-0053,,,3,71.0,0,29,7,20,9,37.50558517,127.0587247,미운영,2020-10-14,,,,2021-07-23,일반,0,2,1,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,04:51.0,127.0587216,37.50560411,정좌표
88,90,송파구,11710000802,쿠팡(위례)어린이집,직장,정상,5849,서울특별시 송파구 위례광장로 188 아이온스퀘어 2F,02-400-7790,,,6,291.0,0,18,5,49,3,37.56647,126.977963,미운영,2020-10-13,,,,2021-07-23,일반,0,2,0,1,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,05:02.0,127.1423951,37.48108605,정좌표
89,91,광진구,11215000358,구립 샘물어린이집,국공립,정상,5105,서울특별시 광진구 뚝섬로58길 56 101호,02-3437-7737,02-3437-7737,,3,54.0,0,4,8,20,18,37.52978908,127.0852667,미운영,2020-10-01,,,,2021-07-23,일반,3,1,1,0,0,0,2,0,0,7,9,0,0,0,0,0,9,0,0,18,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,01:50.0,127.0852701,37.52982857,정좌표
90,92,강남구,11680000496,포레스트어린이집,국공립,정상,6310,서울특별시 강남구 개포로 264,02-2058-3788,,,6,191.0,1,19,16,72,58,37.47943719,127.053163,미운영,2020-10-01,,,,2021-07-23,야간연장,2,4,4,1,0,0,0,0,0,11,6,20,23,9,0,0,0,0,0,58,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,04:51.0,127.0546921,37.47826532,정좌표
91,93,강남구,11680000493,빛의숲어린이집,가정,정상,6025,서울특별시 강남구 논현로158길 19 1층,02-542-5857,,,3,76.0,0,6,6,20,12,37.52217218,127.029996,미운영,2020-09-29,,,,2021-07-23,일반,2,0,0,0,0,0,2,0,0,4,6,0,0,0,0,0,6,0,0,12,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,04:51.0,127.02995,37.52221888,정좌표
92,94,송파구,11710000803,거여사과나무어린이집,국공립,정상,5735,서울특별시 송파구 거마로 41 302동 101호(거여동 현대3차아파트),02-3402-3425,02-3402-3425,,3,59.0,0,6,9,19,19,37.49704433,127.1453031,미운영,2020-09-29,,,,2021-07-23,야간연장,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,19,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,05:01.0,127.1448496,37.49672869,정좌표
93,95,송파구,11710000801,송파아이숲어린이집,가정,정상,5764,서울특별시 송파구 오금로 551 205동 104호,02-400-6079,02-400-6079,,3,48.0,0,4,6,17,14,37.49397485,127.1501483,미운영,2020-09-28,,,,2021-07-23,일반,2,1,0,0,0,0,3,0,0,6,3,0,0,0,0,0,11,0,0,14,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,05:02.0,127.1508278,37.49415058,정좌표
94,96,용산구,11170000209,큰나래어린이집,국공립,정상,4387,서울특별시 용산구 서빙고로 17 102동 123층,02-797-7703,02-797-7702,,5,191.0,3,25,16,70,51,37.5252553,126.9678958,미운영,2020-09-11,,,,2021-07-23,장애아통합,3,3,2,1,0,0,0,0,1,10,9,14,14,11,0,0,0,0,3,51,1.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,01:30.0,126.9678829,37.52527144,정좌표
95,97,강동구,11740000532,구립늘해랑어린이집,국공립,정상,5222,서울특별시 강동구 고덕로 399 고덕센트럴푸르지오아파트 관리동,02-429-7942,02-429-7952,,7,215.0,0,13,11,72,65,37.55780333,127.1697865,미운영,2020-09-03,,,,2021-07-23,장애아통합야간연장,2,1,1,1,1,1,0,0,0,7,5,5,7,15,17,16,0,0,0,65,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,05:10.0,127.1696015,37.55787774,정좌표
96,98,은평구,11380000674,신아푸르지오 어린이집,민간,정상,3305,서울특별시 은평구 연서로 455 제각말 5단지 푸르지오 관리동(진관동),02-358-0404,,,5,209.0,0,8,5,48,4,37.56647,126.977963,미운영,2020-09-01,,,,2021-07-23,일반,1,1,1,2,0,0,2,1,0,8,0,3,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,03:01.0,126.9327014,37.6355368,정좌표
97,99,중랑구,11260000470,사가정 아이파크어린이집,국공립,정상,2226,서울특별시 중랑구 동일로92길 40,02-496-8077,,,5,204.0,1,11,10,48,48,37.56647,126.977963,미운영,2020-09-01,,,,2021-07-23,야간연장,2,1,1,1,0,0,0,1,0,6,5,6,7,12,0,0,0,18,0,48,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,02:10.0,127.081425,37.58230406,정좌표
98,100,성북구,11290000645,꿈빛 어린이집,국공립,정상,2802,서울특별시 성북구 종암로21길 127 101동 101호,02-6227-4960,02-6499-1422,,3,68.0,0,5,8,19,19,37.60251074,127.0296927,미운영,2020-09-01,,,,2021-07-23,일반,3,1,1,0,0,0,1,0,0,6,7,0,7,0,0,0,5,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,02:21.0,127.03,37.6030217,정좌표
99,101,중랑구,11260000469,라온어린이집,국공립,정상,2234,서울특별시 중랑구 동일로91길 23,02-432-5592,02-432-5598,,3,100.0,0,8,8,23,23,37.58212575,127.0787968,미운영,2020-09-01,,,,2021-07-23,야간연장,2,2,1,0,0,0,2,0,0,7,6,0,7,0,0,0,10,0,0,23,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,02:10.0,127.0791949,37.5819784,정좌표
100,102,영등포구,11560000482,새솔아델포레어린이집,국공립,정상,7440,서울특별시 영등포구 신길로 29,02-6334-0202,02-6334-0203,,5,148.0,2,14,13,51,51,37.49435801,126.9069795,미운영,2020-09-01,,,,2021-07-23,일반,2,1,2,1,0,0,0,1,0,7,5,5,10,12,0,0,0,19,0,51,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,04:11.0,126.9076275,37.49431606,정좌표
101,103,도봉구,11320000549,서울도봉경찰서어린이집,직장,정상,1415,서울특별시 도봉구 노해로 403 서울도봉경찰서어린이집,02-906-8190,02-906-8192,https://hansol-sdbpolice.kidsnote.ac,6,462.0,1,35,20,100,46,37.6533814,127.0527343,미운영,2020-08-31,,,,2021-07-23,일반,2,3,2,2,1,0,0,0,0,10,6,15,9,13,3,0,0,0,0,46,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,02:41.0,127.0522747,37.6539427,정좌표
102,104,마포구,11440000465,중앙그룹직장어린이집,직장,정상,3908,서울특별시 마포구 월드컵북로 375 12층,070-8672-9249,070-8230-9249,,6,229.0,0,32,19,49,32,37.57701937,126.8901902,미운영,2020-08-26,,,,2021-07-23,일반,4,3,3,0,0,0,0,2,0,12,5,8,10,0,0,0,0,9,0,32,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,03:21.0,126.8907234,37.57757431,정좌표
103,105,관악구,11620000564,카페24직장어린이집,직장,정상,8708,서울특별시 관악구 보라매로3길 23 2층(카페24직장어린이집),02-6279-2411,,,3,96.0,0,20,12,30,19,37.49110726,126.9255393,미운영,2020-08-25,,,,2021-07-23,일반,0,2,2,1,1,0,0,0,0,6,0,5,6,3,5,0,0,0,0,19,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,04:31.0,126.9255362,37.49104245,정좌표
